PROC_CODE|PROC_CODE_DESC|CODE_CLASS
D2002|non-autogeneous connective tissue graft procedure (recipient surgical site and donor material) - each additional contiguous tooth, implant or edentulous tooth position in same graft site|0
D2110|AMALGAM-ONE SURFACE|1
D2120|AMALGAM-TWO SURFACES|1
D2130|AMALGAM-THREE SURFACES|1
D2131|AMALGAM-FOUR OR MORE SURFACES|1
D2140|amalgam - one surface, primary or permanent|0
D2140|AMALGAM-ONE SURFACE|1
D2150|amalgam - two surfaces, primary or permanent|0
D2150|AMALGAM-TWO SURFACES|1
D2160|amalgam - three surfaces, primary or permanent|0
D2160|AMALGAM-THREE SURFACES|1
D2161|amalgam - four or more surfaces, primary or permanent|0
D2161|AMALGAM-FOUR OR MORE SURFACES|1
D2210|Silcate cement per resto|0
D2222|this is for sterilization|1
D2330|resin-based composite - one surface, anterior|0
D2330|RESIN-ONE SURFACE|1
D2331|resin-based composite - two surfaces, anterior|0
D2331|RESIN-TWO SURFACES|1
D2332|resin-based composite - three surfaces, anterior|0
D2332|RESIN-THREE SURFACES|1
D2335|resin-based composite - four or more surfaces or involving incisal angle (anterior)|0
D2335|RESIN-FOUR OR MORE SURFACES OR INVOLVING INCISAL ANGLE (ANTERIOR)|0
D2336|COMPOSITE RESIN CROWN-ANTERIOR-PRIMARY|0
D2337|RESIN-BASED COMPOSITE CROWN|1
D2380|RESIN-ONE SURFACE|1
D2381|RESIN-TWO SURFACES|1
D2382|RESIN-THREE OR MORE SURFACES|1
D2385|RESIN-ONE SURFACE|1
D2386|RESIN-TWO SURFACES|1
D2387|RESIN-THREE OR MORE SURFACES|1
D2388|RESIN-BASED COMPOSITE - FOUR OR MORE SURFACES|1
D2390|RESIN-BASED COMPOSITE CROWN ANTERIOR|0
D2390|resin-based composite crown, anterior|0
D2391|RESIN-BASED COMPOSITE - ONE SURFACE POSTERIOR|0
D2391|resin-based composite - one surface, posterior|0
D2392|RESIN-BASED COMPOSITE - TWO SURFACES POSTERIOR|0
D2392|resin-based composite - two surfaces, posterior|0
D2393|RESIN-BASED COMPOSITE - THREE SURFACES POSTERIOR|0
D2393|resin-based composite - three surfaces, posterior|0
D2394|RESIN COMPOS - FOUR OR MORE SURFACES POSTERIOR|0
D2394|resin-based composite - four or more surfaces, posterior|0
D2410|gold foil - one surface|0
D2410|GOLD FOIL-ONE SURFACE|0
D2420|gold foil - two surfaces|0
D2420|GOLD FOIL-TWO SURFACES|0
D2430|gold foil - three surfaces|0
D2430|GOLD FOIL-THREE SURFACES|0
D2510|inlay - metallic - one surface|0
D2510|INLAY-METALLIC-ONE SURFACE|0
D2520|inlay - metallic - two surfaces|0
D2520|INLAY-METALLIC-TWO SURFACES|0
D2530|inlay - metallic - three or more surfaces|0
D2530|INLAY-METALLIC-THREE OR MORE SURFACES|0
D2542|onlay - metallic - two surfaces|0
D2542|ONLAY-METALLIC-TWO SURFACES|0
D2543|ONLAY - METALLIC - THREE SURFACES|0
D2544|onlay - metallic - four or more surfaces|0
D2601|collection and preparation of genetic sample material for laboratory analysis and report|0
D2610|inlay - porcelain/ceramic - one surface|0
D2610|INLAY-PORCELAIN/CERAMIC-ONE SURFACE|0
D2620|inlay - porcelain/ceramic - two surfaces|0
D2620|INLAY-PORCELAIN/CERAMIC-TWO SURFACES|0
D2630|inlay - porcelain/ceramic - three or more surfaces|0
D2630|INLAY-PORCELAIN/CERAMIC-THREE OR MORE SURFACES|0
D2642|ONLAY - PORCELAIN/CERAMIC - TWO SURFACES|0
D2643|onlay - porcelain/ceramic - three surfaces|0
D2644|onlay - porcelain/ceramic - four or more surfaces|0
D2650|INLAY - RESIN-BASED COMPOSITE - ONE SURFACE|0
D2651|inlay - resin-based composite - two surfaces|0
D2652|inlay - resin-based composite - three or more surfaces|0
D2662|ONLAY - RESIN-BASED COMPOSITE - TWO SURFACES|0
D2663|onlay - resin-based composite - three surfaces|0
D2664|ONLAY - - RESIN-BASED COMPOSITE - FOUR OR MORE SURFACES|0
D2664|onlay - resin-based composite - four or more surfaces|0
D2710|crown - resin-based composite (indirect)|0
D2712|crown -  resin-based composite (indirect)|0
D2712|CROWN - 3/4 RESIN-BASED COMPOSITE (INDIRECT)|0
D2720|crown - resin with high noble metal|0
D2720|CROWN-RESIN WITH HIGH NOBLE METAL|0
D2721|crown - resin with predominantly base metal|0
D2721|CROWN-RESIN WITH PREDOMINANTLY BASE METAL|0
D2722|crown - resin with noble metal|0
D2722|CROWN-RESIN WITH NOBLE METAL|0
D2740|crown - porcelain/ceramic substrate|0
D2740|CROWN-PORCELAIN/CERAMIC SUBSTRATE|0
D2750|crown - porcelain fused to high noble metal|0
D2750|CROWN-PORCELAIN FUSED TO HIGH NOBLE METAL|0
D2751|crown - porcelain fused to predominantly base metal|0
D2751|CROWN-PROCELAIN FUSED TO PREDOMINANTLY BASE METAL|0
D2752|crown - porcelain fused to noble metal|0
D2752|CROWN-PORCELAIN FUSED TO NOBLE METAL|0
D2780|CROWN - 3/4 CAST HIGH NOBLE METAL|0
D2781|crown - 3/4 cast predominantly base metal|0
D2782|crown - 3/4 cast noble metal|0
D2783|crown - 3/4 porcelain/ceramic|0
D2790|crown - full cast high noble metal|0
D2790|CROWN-FULL CAST HIGH NOBLE METAL|0
D2791|crown - full cast predominantly base metal|0
D2791|CROWN-FULL CAST PREDOMINANTLY BASE METAL|0
D2792|crown - full cast noble metal|0
D2792|CROWN-FULL CAST NOBLE METAL|0
D2794|crown - titanium|0
D2794|CROWN-TITANIUM|0
D2799|PROVISIONAL CROWN|0
D2799|provisional crown further treatment or completion of diagnosis necessary prior to final impression|0
D2810|Crown 3/4 cast metallic|0
D2910|RECEMENT INLAY|1
D2910|recement inlay, onlay, or partial coverage restoration|0
D2915|recement cast or prefabricated post and core|0
D2920|recement crown|0
D2921|reattachment of tooth fragment, incisal edge or cusp|0
D2929|prefabricated porcelain/ceramic crown  primary tooth|0
D2930|prefabricated stainless steel crown - primary tooth|0
D2930|PREFABRICATED STAINLESS STEEL CROWN-PRIMARY TOOTH|0
D2931|prefabricated stainless steel crown - permanent tooth|0
D2931|PREFABRICATED STAINLESS STEEL CROWN-PERMANENT TOOTH|0
D2932|PREFABRICATED RESIN CROWN|0
D2933|prefabricated stainless steel crown with resin window|0
D2934|PREFABRICATED ESTHETIC COATED STAINLESS STEEL CROWN - PRIMARY TOOTH|0
D2940|protective restoration|0
D2940|SEDATIVE FILLING|0
D2941|interim therapeutic restoration  primary dentition|0
D2949|restorative foundation for an indirect restoration|0
D2950|CORE BUILD-UP|1
D2950|core buildup, including any pins when required|0
D2951|pin retention - per tooth, in addition to restoration|0
D2951|PIN RETENTION-PER TOOTH|1
D2952|CAST POST AND CORE IN ADDITION TO CROWN|0
D2952|post and core in addition to crown, indirectly fabricated|0
D2953|EACH ADDITIONAL CAST POST  - SAME TOOTH|0
D2953|each additional indirectly fabricated post - same tooth|0
D2954|prefabricated post and core in addition to crown|0
D2955|post removal|0
D2955|POST REMOVAL (NOT IN CONJUCTION WITH ENDODONTIC THERAPY)|0
D2957|EACH ADDITIONAL PREFABRICATED  POST - SAME TOOTH|0
D2957|each additional prefabricated post - same tooth|0
D2960|LABIAL VENEER (LAMINATE)-CHAIRSIDE|0
D2960|labial veneer (resin laminate) - chairside|0
D2961|labial veneer (resin laminate) - laboratory|0
D2961|LABIAL VENEER (RESIN LAMINATE)-LABORATORY|0
D2962|labial veneer (porcelain laminate) - laboratory|0
D2962|LABIAL VENEER (PORCELAIN LAMINATE)-LABORATORY|0
D2970|TEMPORARY (FRACTURED TOOTH)|0
D2970|temporary crown (fractured tooth)|0
D2971|ADDITIONAL PROCEDURES TO CONSTRUCT NEW CROWN UNDER EXISTING PARTIAL DENTURE|0
D2971|additional procedures to construct new crown under existing partial denture framework|0
D2975|coping|0
D2980|CROWN REPAIR|1
D2980|crown repair necessitated by restorative material failure|0
D2981|inlay repair necessitated by restorative material failure|0
D2982|onlay repair necessitated by restorative material failure|0
D2983|veneer repair necessitated by restorative material failure|0
D2990|resin infiltration of incipient smooth surface lesions|0
D2999|UNSPECIFIED RESTORATIVE PROCEDURE|1
D2999|unspecified restorative procedure, by report|0
D3110|pulp cap - direct (excluding final restoration)|0
D3110|PULP CAP-DIRECT (EXCLUDING FINAL RESTORATION)|0
D3120|pulp cap - indirect (excluding final restoration)|0
D3120|PULP CAP-INDIRECT  (EXCLUDING FINAL RESTORATION)|0
D3220|THERAPEUTIC PULPOTOMY (EXCLUDING FINAL RESTORATION)  REMOVAL OF PULP CORONAL TO|0
D3220|therapeutic pulpotomy (excluding final restoration) - removal of pulp coronal to the dentinocemental junction and application of medicament|0
D3221|PULPAL DEBRIDEMENT|1
D3221|pulpal debridement, primary and permanent teeth|0
D3222|PART PULPOTOMY FOR APEXOGENEIS PERM TOOTH|0
D3222|partial pulpotomy for apexogenesis - permanent tooth with incomplete root development|0
D3230|pulpal therapy (resorbable filling) - anterior, primary tooth (excluding final restoration)|0
D3230|PULPAL THERAPY (RESORBABLE FILLING)-ANTERIOR|1
D3240|pulpal therapy (resorbable filling) - posterior, primary tooth (excluding final restoration)|0
D3240|PULPAL THERAPY (RESORBABLE FILLING)-POSTERIOR|1
D3310|ENDODONTIC THERAPY ANTERIOR TOOTH|0
D3310|endodontic therapy, anterior tooth (excluding final restoration)|0
D3320|ENDODONTIC THERAPY BICUSPID TOOTH|0
D3320|endodontic therapy, bicuspid tooth (excluding final restoration)|0
D3330|endodontic therapy, molar (excluding final restoration)|0
D3330|ENODODONTIC THERAPY MOLAR|0
D3331|treatment of root canal obstruction; non-surgical access|0
D3332|INCOMPLETE ENDODONTIC THERAPY; INOPERABLE|1
D3332|incomplete endodontic therapy; inoperable, unrestorable or fractured tooth|0
D3333|internal root repair of perforation defects|0
D3346|retreatment of previous root canal therapy - anterior|0
D3346|RETREATMENT OF PREVIOUS ROOT CANAL THERAPY-ANTERIOR|0
D3347|retreatment of previous root canal therapy - bicuspid|0
D3347|RETREATMENT OF PREVIOUS ROOT CANAL THERAPY-BICUSPID|0
D3348|retreatment of previous root canal therapy - molar|0
D3348|RETREATMENT OF PREVIOUS ROOT CANAL THERAPY-MOLAR|0
D3351|apexification/recalcification  initial visit (apical closure/calcific repair of perforations, root resorption, pulp space disinfection, etc.)|0
D3351|APEXIFICATION/RECALCIFICATION-INITIAL VISIT (APICAL CLOSURE/CALCIFIC REPAIR OF|0
D3352|apexification/recalcification - interim medication replacement (apical closure/calcific repair of perforations, root resorption, pulp space disinfection, etc.)|0
D3352|APEXIFICATION/RECALCIFICATION-INTERIM MEDICATION REPLACEMENT (APICAL|0
D3353|apexification/recalcification - final visit (includes completed root canal therapy - apical closure/calcific repair of perforations, root resorption, etc.)|0
D3353|APEXIFICATION/RECALCIFICATION-FINAL VISIT (INCLUDES COMPLETED ROOT CANAL|0
D3354|pulpal regeneration  (completion of regenerative treatment in an immature permanent tooth with a necrotic pulp); does not include final restoration|0
D3355|pulpal regeneration - initial visit|0
D3356|pulpal regeneration - interim medication replacement|0
D3357|pulpal regeneration - completion of treatment|0
D3410|apicoectomy - anterior|0
D3410|APICOECTOMY/PERIRADICULAR SURGERY-ANTERIOR|0
D3421|apicoectomy - bicuspid (first root)|0
D3421|APICOECTOMY/PERIRADICULAR SURGERY-BICUSPID (FIRST ROOT)|0
D3425|apicoectomy - molar (first root)|0
D3425|APICOECTOMY/PERIRADICULAR SURGERY-MOLAR (FIRST ROOT).|0
D3426|apicoectomy (each additional root)|0
D3426|APICOECTOMY/PERIRADICULAR SURGERY (EACH ADDITIONAL ROOT)|0
D3427|periradicular surgery without apicoectomy|0
D3428|bone graft in conjunction with periradicular surgery  per tooth, single site|0
D3429|bone graft in conjunction with periradicular surgery  each additional contiguous tooth in the same surgical site|0
D3430|retrograde filling - per root|0
D3430|RETROGRADE FILLING-PER ROOT|0
D3431|biologic materials to aid in soft and osseous tissue regeneration in conjunction with periradicular surgery|0
D3432|guided tissue regeneration, resorbable barrier, per site, in conjunction with periradicular surgery|0
D3450|root amputation - per root|0
D3450|ROOT AMPUTATION-PER ROOT|0
D3460|ENDODONTIC ENDOSSEOUS IMPLANT|0
D3470|intentional reimplantation (including necessary splinting)|0
D3470|INTENTIONAL REPLANTATION (INCLUDING NECESSARY SPLINTING)|0
D3910|SURGICAL PROCEDURE FOR ISOLATION OF TOOTH WITH RUBBER DAM|0
D3920|HEMISECTION (INCLUDING ANY ROOT REMOVAL)|1
D3920|hemisection (including any root removal), not including root canal therapy|0
D3950|canal preparation and fitting of preformed dowel or post|0
D3960|Bleaching of discolored|0
D3999|UNSPECIFIED ENDODONTIC PROCEDURE|1
D3999|unspecified endodontic procedure, by report|0
D4210|GINGIVECT/PLSTY 4/>CNTIG/TOOTH BOUND SPACES-QUAD|0
D4210|gingivectomy or gingivoplasty - four or more contiguous teeth or tooth bounded spaces per quadrant|0
D4211|GINGIVECT/PLSTY 1-3 CNTIG/TOOTH BOUND SPACE-QUAD|0
D4211|gingivectomy or gingivoplasty - one to three contiguous teeth or tooth bounded spaces per quadrant|0
D4212|gingivectomy or gingivoplasty to allow access for restorative procedure, per tooth|0
D4220|GINGIVAL CURETTAGE|1
D4230|ANAT CROWN EXP 4/> CONTIGUOUS TEETH PER QUAD|0
D4230|anatomical crown exposure - four or more contiguous teeth per quadrant|0
D4231|anatomical crown exposure - one to three teeth per quadrant|0
D4231|ANATOMICAL CROWN EXPOSURE 1-3 TEETH PER QUADRANT|0
D4240|gingival flap procedure, including root planing - four or more contiguous teeth or tooth bounded spaces per quadrant|0
D4240|GINGL FLP PROC 4/> CONTIG/TOOTH BOUND SPACE-QUAD|0
D4241|gingival flap procedure, including root planing - one to three contiguous teeth or tooth bounded spaces per quadrant|0
D4241|GINGL FLP PROC 1-3 CONTIG/TOOTH BOUND SPACE-QUAD|0
D4245|apically positioned flap|0
D4249|clinical crown lengthening - hard tissue|0
D4249|CLINICAL CROWN LENGTHENING-HARD TISSUE|0
D4250|Mucogingival surg per qu|0
D4260|OSSEOUS SURG 4/> CONTIG/TOOTH BOUND SPACES-QUAD|0
D4260|osseous surgery (including flap entry and closure) - four or more contiguous teeth or tooth bounded spaces per quadrant|0
D4261|OSSEOUS SURG 1-3 CONTIG/TOOTH BOUND SPACES-QUAD|0
D4261|osseous surgery (including flap entry and closure) - one to three contiguous teeth or tooth bounded spaces per quadrant|0
D4263|bone replacement graft - first site in quadrant|0
D4264|BONE REPLACEMENT GRAFT - EACH ADDITIONAL SITE IN QUADRANT|0
D4265|BIOLOGIC MATERIALS AID SOFT&OSSEOUS TISSUE REGEN|0
D4265|biologic materials to aid in soft and osseous tissue regeneration|0
D4266|GUIDED TISSUE REGENERATION - RESORBABLE BARRIER|1
D4266|guided tissue regeneration - resorbable barrier, per site|0
D4267|GUIDED TISSUE REGENERATION - NONRESORBABLE BARRIER|1
D4267|guided tissue regeneration - nonresorbable barrier, per site (includes membrane removal)|0
D4268|SURGICAL REVISION PROCEDURE|1
D4268|surgical revision procedure, per tooth|0
D4270|pedicle soft tissue graft procedure|0
D4271|free soft tissue graft procedure (including donor site surgery)|0
D4273|autogenous connective tissue graft procedure (including donor and recipient surgical sites) first tooth, implant, or edentulous tooth position in graft|0
D4273|SUBEPITHELIAL CONNECTIVE TISSUE GRAFT PROCEDURES|1
D4274|DISTAL OR PROXIMAL WEDGE PROCEDURE (WHEN NOT PERFORMED IN CONJUCTION WITH|0
D4274|distal or proximal wedge procedure (when not performed in conjunction with surgical procedures in the same anatomical area)|0
D4275|non-autogenous connective tissue graft (including recipient site and donor material) first tooth, implant, or edentulous tooth position in graft|0
D4275|SOFT TISSUE ALLOGRAFT|0
D4276|combined connective tissue and double pedicle graft, per tooth|0
D4276|COMBINED CONNECTIVE TISSUE&DOUBLE PEDICLE GRAFT|0
D4277|free soft tissue graft procedure (including recipient and donor sites) first tooth, implant, or edentulous tooth position in graft|0
D4278|free soft tissue graft procedure (including recipient and donor surgical sites) each additional contiguous tooth, implant, or edentulous tooth position in same graft site|0
D4283|autogeneous connective tissue graft procedure (including donor and recipient surgical sites) - each additional contiguous tooth, implant or edentulous tooth position in same graft site|0
D4285|non-autogeneous connective tissue graft procedure (recipient surgical site and donor material) - each additional contiguous tooth, implant or edentulous tooth position in same graft site|0
D4320|provisional splinting - intracoronal|0
D4320|PROVISIONAL SPLINTING-INTRACORONAL|0
D4321|provisional splinting - extracoronal|0
D4321|PROVISIONAL SPLINTING-EXTRACORONAL|0
D4341|periodontal scaling and root planing - four or more teeth per quadrant|0
D4342|periodontal scaling and root planing - one to three teeth per quadrant|0
D4342|PRDONTAL SCALING&ROOT PLANING 1-3 TEETH-QUAD|0
D4355|full mouth debridement to enable comprehensive evaluation and diagnosis|0
D4381|LOCALIZED DELIVERY OF ANTIMICROBIAL AGENTS VIA A CONTROLLED RELEASE VEHICLE|0
D4381|localized delivery of antimicrobial agents via controlled release vehicle into diseased crevicular tissue, per tooth|0
D4600|genetic test for susceptibility to diseases - specimen analysis|0
D4910|periodontal maintenance|0
D4920|unscheduled dressing change (by someone other than treating dentist or their staff)|0
D4920|UNSCHEDULED DRESSING CHANGE (BY SOMEONE OTHER THAN TREATING DENTIST)|0
D4921|gingival irrigation  per quadrant|0
D4999|UNSPECIFIED PERIODONTAL PROCEDURE|1
D4999|unspecified periodontal procedure, by report|0
D5110|complete denture - maxillary|0
D5120|COMPLETE DENTURE - MANDIBULAR|0
D5130|immediate denture - maxillary|0
D5140|IMMEDIATE DENTURE - MANDIBULAR|0
D5211|maxillary partial denture - resin base (including any conventional clasps, rests and teeth)|0
D5211|UPPER PARTIAL DENTURE - RESIN BASE|0
D5212|LOWER PARTIAL DENTURE - RESIN BASE|0
D5212|mandibular partial denture - resin base (including any conventional clasps, rests and teeth)|0
D5213|MAXILLARY PARTIAL DENTURE - CAST METAL FRAMEWORK WITH RESIN DENTURE BASES|0
D5213|maxillary partial denture - cast metal framework with resin denture bases (including any conventional clasps, rests and teeth)|0
D5214|MANDIBULAR PARTIAL DENTURE - CAST METAL FRAMEWORK WITH RESIN DENTURE BASES|0
D5214|mandibular partial denture - cast metal framework with resin denture bases (including any conventional clasps, rests and teeth)|0
D5221|immediate maxillary partial denture - resin base (including any conventional clasps, rests and teeth)|0
D5222|immediate mandibular partial denture - resin base (including any conventional clasps, rests and teeth)|0
D5223|immediate maxillary partial denture - cast metal framework with resin denture bases (including any conventional clasps, rests and teeth)|0
D5224|immediate mandibular partial denture - cast metal framework with resin denture bases (including any conventional clasps, rests and teeth)|0
D5225|MAXILLARY PARTIAL DENTURE - FLEXIBLE BASE (INCLUDING ANY CLASPS|1
D5225|maxillary partial denture - flexible base (including any clasps, rests and teeth)|0
D5226|MANDIBULAR PARTIAL DENTURE - FLEXIBLE BASE (INCLUDING ANY CLASPS|1
D5226|mandibular partial denture - flexible base (including any clasps, rests and teeth)|0
D5281|removable unilateral partial denture - one piece cast metal (including clasps and teeth)|0
D5281|REMOVABLE UNILATERAL PARTIAL DENTURE-ONE PIECE CAST METAL (INCLUDING CLASPS AND|0
D5410|ADJUST COMPLETE DENTURE - MAXILLARY|0
D5411|adjust complete denture - mandibular|0
D5421|ADJUST PARTIAL DENTURE - MAXILLARY|0
D5422|adjust partial denture - mandibular|0
D5510|repair broken complete denture base|0
D5520|replace missing or broken teeth - complete denture (each tooth)|0
D5520|REPLACE MISSING OR BROKEN TEETH-COMPLETE DENTURE (EACH TOOTH)|0
D5555|service with no description|1
D5610|repair resin denture base|0
D5620|repair cast framework|0
D5630|REPAIR OR REPLACE BROKEN CLASP|0
D5630|repair or replace broken clasp - per tooth|0
D5640|replace broken teeth - per tooth|0
D5640|REPLACE BROKEN TEETH-PER TOOTH|0
D5650|ADD TOOTH TO EXISTING PARTIAL DENTURE|0
D5660|ADD CLASP TO EXISTING PARTIAL DENTURE|0
D5660|add clasp to existing partial denture - per tooth|0
D5670|replace all teeth and acrylic on cast metal framework (maxillary)|0
D5670|REPLACE ALL TEETH&ACRYLIC CAST METAL FRMEWRK MAX|0
D5671|replace all teeth and acrylic on cast metal framework (mandibular)|0
D5671|REPLACE ALL TEETH&ACRYLIC CAST METL FRMEWRK MAND|0
D5710|REBASE COMPLETE MAXILLARY DENTURE|0
D5711|rebase complete mandibular denture|0
D5720|REBASE MAXILLARY PARTIAL DENTURE|0
D5721|rebase mandibular partial denture|0
D5730|reline complete maxillary denture (chairside)|0
D5731|reline complete mandibular denture (chairside)|0
D5731|RELINE LOWER COMPLETE MANDIBULAR DENTURE (CHAIRSIDE)|0
D5740|reline maxillary partial denture (chairside)|0
D5741|reline mandibular partial denture (chairside)|0
D5750|RELINE COMPLETE MAXILLARY DENTURE (LABORATORY)|0
D5751|reline complete mandibular denture (laboratory)|0
D5760|RELINE MAXILLARY PARTIAL DENTURE (LABORATORY)|0
D5761|reline mandibular partial denture (laboratory)|0
D5810|INTERIM COMPLETE DENTURE (MAXILLARY)|0
D5811|interim complete denture (mandibular)|0
D5820|interim partial denture (maxillary)|0
D5821|INTERIM PARTIAL DENTURE (MANDIBULAR)|0
D5850|TISSUE CONDITIONING|1
D5850|tissue conditioning, maxillary|0
D5851|TISSUE CONDITIONING|1
D5851|tissue conditioning, mandibular|0
D5860|overdenture  complete, by report|0
D5860|OVERDENTURE-COMPLETE|1
D5861|overdenture  partial, by report|0
D5861|OVERDENTURE-PARTIAL|1
D5862|PRECISION ATTACHMENT|1
D5862|precision attachment, by report|0
D5863|overdenture  complete maxillary|0
D5864|overdenture  partial maxillary|0
D5865|overdenture  complete mandibular|0
D5866|overdenture  partial mandibular|0
D5867|REPLACEMENT OF REPLACEABLE PART OF SEMI-PRECISION OR PRECISION ATTACHMENT (MALE|0
D5867|replacement of replaceable part of semi-precision or precision attachment (male or female component)|0
D5875|modification of removable prosthesis following implant surgery|0
D5899|UNSPECIFIED REMOVABLE PROSTHODONTIC PROCEDURE|1
D5899|unspecified removable prosthodontic procedure, by report|0
D5911|facial moulage (sectional)|0
D5912|facial moulage (complete)|0
D5913|nasal prosthesis|0
D5914|AURICULAR PROSTHESIS|0
D5915|orbital prosthesis|0
D5916|ocular prosthesis|0
D5919|facial prosthesis|0
D5922|nasal septal prosthesis|0
D5923|OCULAR PROSTHESIS|1
D5923|ocular prosthesis, interim|0
D5924|cranial prosthesis|0
D5925|FACIAL AUGMENTATION IMPLANT PROSTHESIS|0
D5926|NASAL PROSTHESIS|1
D5926|nasal prosthesis, replacement|0
D5927|AURICULAR PROSTHESIS|1
D5927|auricular prosthesis, replacement|0
D5928|ORBITAL PROSTHESIS|1
D5928|orbital prosthesis, replacement|0
D5929|FACIAL PROSTHESIS|1
D5929|facial prosthesis, replacement|0
D5931|OBTURATOR PROSTHESIS|1
D5931|obturator prosthesis, surgical|0
D5932|OBTURATOR PROSTHESIS|1
D5932|obturator prosthesis, definitive|0
D5933|OBTURATOR PROSTHESIS|1
D5933|obturator prosthesis, modification|0
D5934|mandibular resection prosthesis with guide flange|0
D5935|MANDIBULAR RESECTION PROSTHESIS WITHOUT GUIDE FLANGE|0
D5936|obturator prosthesis, interim|0
D5936|OBTURATOR/PROSTHESIS|1
D5937|TRISMUS APPLIANCE (NOT FOR TM TREATMENT)|0
D5937|trismus appliance (not for TMD treatment)|0
D5951|feeding aid|0
D5952|SPEECH AID PROSTHESIS|1
D5952|speech aid prosthesis, pediatric|0
D5953|SPEECH AID PROSTHESIS|1
D5953|speech aid prosthesis, adult|0
D5954|palatal augmentation prosthesis|0
D5955|PALATAL LIFT PROSTHESIS|1
D5955|palatal lift prosthesis, definitive|0
D5958|PALATAL LIFT PROSTHESIS|1
D5958|palatal lift prosthesis, interim|0
D5959|PALATAL LIFT PROSTHESIS|1
D5959|palatal lift prosthesis, modification|0
D5960|SPEECH AID PROSTHESIS|1
D5960|speech aid prosthesis, modification|0
D5982|surgical stent|0
D5983|radiation carrier|0
D5984|RADIATION SHIELD|0
D5985|radiation cone locator|0
D5986|FLUORIDE GEL CARRIER|0
D5987|commissure splint|0
D5988|surgical splint|0
D5991|TOPICAL MEDICAMENT CARRIER|0
D5991|vesiculobullous disease medicament carrier|0
D5992|adjust maxillofacial prosthetic appliance, by report|0
D5993|maintenance and cleaning of a maxillofacial prosthesis (extra or intraoral) other than required adjustments, by report|0
D5994|periodontal medicament carrier with peripheral seal  laboratory processed|0
D5999|UNSPECIFIED MAXILLOFACIAL PROSTHESIS|1
D5999|unspecified maxillofacial prosthesis, by report|0
D6010|SURGICAL PLACEMENT OF IMPLANT BODY:  ENDOSTEAL IMPLANT|0
D6010|surgical placement of implant body: endosteal implant|0
D6011|second stage implant surgery|0
D6012|SURG PLCMT INTERIM IMPL TRNSITIONL PROS: ENDOS|0
D6012|surgical placement of interim implant body for transitional prosthesis: endosteal implant|0
D6013|surgical placement of mini implant|0
D6020|ABUTMENT PLACEMENT OR SUBSTITUTION:  ENDOSTEAL IMPLANT|0
D6020|removal of torus palatinus|0
D6040|SURGICAL PLACEMENT:  EPOSTEAL IMPLANT|0
D6040|surgical placement: eposteal implant|0
D6050|SURGICAL PLACEMENT:  TRANSOSTEAL IMPLANT|0
D6050|surgical placement: transosteal implant|0
D6051|interim abutment|0
D6052|semi-precision attachment abutment|0
D6053|IMPL/ABUT SUPP REMV DENTUR CMPL EDNTULS ARCH|0
D6053|implant/abutment supported removable denture for completely edentulous arch|0
D6054|IMPL/ABUT SUPP REMV DENTUR PART EDNTULS ARCH|0
D6054|implant/abutment supported removable denture for partially edentulous arch|0
D6055|connecting bar  implant supported or abutment supported|0
D6055|DENTAL IMPLANT SUPPORTED CONNECTING BAR|0
D6056|prefabricated abutment  includes modification and placement|0
D6056|PREFABRICATED ABUTMENT - INCLUDES PLACEMENT|0
D6057|CUSTOM ABUTMENT - INCLUDES PLACEMENT|0
D6057|custom fabricated abutment  includes placement|0
D6058|abutment supported porcelain/ceramic crown|0
D6059|abutment supported porcelain fused to metal crown (high noble metal)|0
D6060|abutment supported porcelain fused to metal crown (predominantly base metal)|0
D6061|abutment supported porcelain fused to metal crown (noble metal)|0
D6062|abutment supported cast metal crown (high noble metal)|0
D6063|ABUTMENT SUPPORTED CAST METAL CROWN (PREDOMINANTLY BASE METAL)|0
D6064|abutment supported cast metal crown (noble metal)|0
D6065|IMPLANT SUPPORTED PORCELAIN/CERAMIC CROWN|0
D6066|IMPLANT SUPPORTED PORCELAIN FUSED TO METAL CROWN (TITANIUM|1
D6066|implant supported porcelain fused to metal crown (titanium, titanium alloy, high noble metal)|0
D6067|IMPLANT SUPPORTED METAL CROWN (TITANIUM|1
D6067|implant supported metal crown (titanium, titanium alloy, high noble metal)|0
D6068|abutment supported retainer for porcelain/ceramic FPD|0
D6069|ABUTMENT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (HIGH NOBLE METAL)|0
D6070|ABUTMENT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (PREDOMINANTLY|0
D6070|abutment supported retainer for porcelain fused to metal FPD (predominantly base metal)|0
D6071|abutment supported retainer for porcelain fused to metal FPD (noble metal)|0
D6072|ABUTMENT SUPPORTED RETAINER FOR CAST  METAL FPD (HIGH NOBLE METAL)|0
D6072|abutment supported retainer for cast metal FPD (high noble metal)|0
D6073|ABUTMENT SUPPORTED RETAINER FOR CAST  METAL FPD (PREDOMINANTLY BASE METAL)|0
D6073|abutment supported retainer for cast metal FPD (predominantly base metal)|0
D6074|ABUTMENT SUPPORTED RETAINER FOR CAST  METAL FPD (NOBLE METAL)|0
D6074|abutment supported retainer for cast metal FPD (noble metal)|0
D6075|implant supported retainer for ceramic FPD|0
D6076|IMPLANT SUPPORTED RETAINER FOR PORCELAIN FUSED TO METAL FPD (TITANIUM|1
