PROC_CODE|CPT_CUSTOM|CPT_DESC
1CHKW||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided
1CHKX||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided
1CHL1||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided
1CHL2||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided
1CHL3||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided
1CHL4||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided
1CHL5||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided
1CHL6||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided
1CHLS||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided
1CHLT||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided
1CHLU||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided
1CHLV||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided
1CHLW||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided
1CHLX||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided
1CHM1||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided
1CHM2||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided
1CHM3||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided
1CHM4||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided
1CHM5||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided
1CHM6||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided
1CHMS||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided
1CHMT||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided
1CHMU||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided
1CHMV||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided
1CHMW||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided
1CHMX||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided
1CHN1||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies not provided
1CHN2||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies not provided
1CHN3||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies not provided
1CHN4||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies not provided
1CHN5||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies not provided
1CHN6||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies not provided
1CHNS||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 1, supplies provided
1CHNT||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 2, supplies provided
1CHNU||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 3, supplies provided
1CHNV||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 4, supplies provided
1CHNW||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 5, supplies provided
1CHNX||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 4,Supply Severity Level 6, supplies provided
1CHP1||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies not provided
1CHP2||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies not provided
1CHP3||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies not provided
1CHP4||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies not provided
1CHP5||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies not provided
1CHP6||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies not provided
1CHPS||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 1, supplies provided
1CHPT||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 2, supplies provided
1CHPU||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 3, supplies provided
1CHPV||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 4, supplies provided
1CHPW||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 5, supplies provided
1CHPX||Early Episode, 0-13 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 5,Supply Severity Level 6, supplies provided
2000F||Blood pressure measure
2001F||Weight record
2002F||Clin sign vol ovrld assess
2004F||Initial exam involved joints
2010F||Vital signs recorded
2014F||Mental status assess
2015F||Asthma impairment assessed
2016F||Asthma risk assessed
2018F||Hydration status assess
2019F||Dilated macul exam done
2020F||Dilated fundus eval done
2021F||Dilat macul+ exam done
2022F||Dil retina exam interp rev
2024F||7 field photo interp doc rev
2026F||Eye image valid to dx rev
2027F||Optic nerve head eval done
2028F||Foot exam performed
2029F||Complete phys skin exam done
2030F||H2o stat docd normal
2031F||H2o stat docd dehydrated
2035F||Tymp memb motion examd
2040F||Bk pn xm on init visit date
2044F||Doc mntl tst b/4 bk trxmnt
2050F||Wound char size etc docd
2060F||Pt talk eval hlthwkr re mdd
2AFK1||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided
2AFK2||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided
2AFK3||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided
2AFK4||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided
2AFK5||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided
2AFK6||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided
2AFKS||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided
2AFKT||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided
2AFKU||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided
2AFKV||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided
2AFKW||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided
2AFKX||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided
2AFL1||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided
2AFL2||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided
2AFL3||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided
2AFL4||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided
2AFL5||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided
2AFL6||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided
2AFLS||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided
2AFLT||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided
2AFLU||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided
2AFLV||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided
2AFLW||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided
2AFLX||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided
2AFM1||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided
2AFM2||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided
2AFM3||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided
2AFM4||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided
2AFM5||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided
2AFM6||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided
2AFMS||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided
2AFMT||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided
2AFMU||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided
2AFMV||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided
2AFMW||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided
2AFMX||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided
2AGK1||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies not provided
2AGK2||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided
2AGK3||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided
2AGK4||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided
2AGK5||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided
2AGK6||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided
2AGKS||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided
2AGKT||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided
2AGKU||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided
2AGKV||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided
2AGKW||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided
2AGKX||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided
2AGL1||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies not provided
2AGL2||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies not provided
2AGL3||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies not provided
2AGL4||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies not provided
2AGL5||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies not provided
2AGL6||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies not provided
2AGLS||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided
2AGLT||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided
2AGLU||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided
2AGLV||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided
2AGLW||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided
2AGLX||Early Episode, 14-19 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided
2AGM1||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies not provided
2AGM2||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies not provided
2AGM3||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies not provided
2AGM4||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies not provided
2AGM5||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies not provided
2AGM6||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies not provided
2AGMS||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided
2AGMT||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided
2AGMU||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided
2AGMV||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided
2AGMW||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided
2AGMX||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided
2AHK1||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies not provided
2AHK2||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies not provided
2AHK3||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies not provided
2AHK4||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies not provided
2AHK5||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies not provided
2AHK6||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies not provided
2AHKS||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided
2AHKT||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided
2AHKU||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided
2AHKV||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided
2AHKW||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided
2AHKX||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided
2AHL1||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided
2AHL2||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided
2AHL3||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided
2AHL4||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided
2AHL5||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided
2AHL6||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided
2AHLS||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided
2AHLT||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided
2AHLU||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided
2AHLV||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided
2AHLW||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided
2AHLX||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided
2AHM1||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided
2AHM2||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided
2AHM3||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided
2AHM4||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided
2AHM5||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided
2AHM6||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided
2AHMS||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided
2AHMT||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided
2AHMU||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided
2AHMV||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided
2AHMW||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided
2AHMX||Early Episode, 14-19 therapies,Clinical Severity Level 1,  Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided
2BFK1||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided
2BFK2||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided
2BFK3||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided
2BFK4||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided
2BFK5||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided
2BFK6||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided
2BFKS||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided
2BFKT||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided
2BFKU||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided
2BFKV||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided
2BFKW||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided
2BFKX||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided
2BFL1||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided
2BFL2||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided
2BFL3||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided
2BFL4||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided
2BFL5||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided
2BFL6||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided
2BFLS||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided
2BFLT||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided
2BFLU||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided
2BFLV||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided
2BFLW||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided
2BFLX||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided
2BFM1||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided
2BFM2||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided
2BFM3||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided
2BFM4||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided
2BFM5||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided
2BFM6||Early Episode, 14-19 therapies,Clinical Severity Level 2,  Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided
